,Name,Address,Latitude,Longitude,distance_from_food
19,College Charles Senard,,45.790664,4.84298,2386.7190736751813
23,Digital College Lyon,181-203 Avenue Jean Jaurès,45.73639301,4.83694367,1288.780509031279
11,Collège Fénelon,,45.77330780029297,4.85127592086792,987.0358773839716
18,Collège Charcot,Rue Cdt Charcot,45.75428543858746,4.804677079806338,952.4175871878828
13,Collège St Denis,,45.77938636646928,4.832197398147288,941.0260293957879
12,Collège St Jean Baptiste De  La Salle,,45.777285,4.826658,669.9663605106613
16,College G. Dru,,45.752937640169506,4.8598928289052115,625.9312120808825
24,LeCollege- communication,"9, Rue Tronchet",45.769972,4.844538,599.7621150151365
22,Collège Coopératif Rhône Alpes,rue de la claire,45.78025996685028,4.805070161819458,569.2316913592945
21,Collège Louis Jouvet,23 Rue Docteur Dolard,45.76087370625755,4.872424379765641,529.9607627119218
14,College-Lycee St. Charles,,45.77256983355852,4.81628285624778,518.7593219246867
9,Collège Supérieur,,45.75121151204082,4.842394478352647,455.9394379323565
10,College De La Tourette,Blvd De La Croix Rousse,45.77385117840352,4.824526176569185,403.3403265651451
5,Collège des Minimes,,45.75923931842664,4.79119145566668,373.2381633615997
0,College Zimmerman,,45.767365851680815,4.821504753533222,331.6543733883139
17,college gilbert dru,42 rue jeanne hachette,45.75337616536609,4.863703250885009,330.56680810305704
3,"Station Collège Bellecombe [T1,T4]",165 Avenue Thiers,45.76662252249463,4.861875872751973,329.517740311848
1,Passerelle du Collège,Passerelle du Collège,45.765606680580305,4.8403295995851,320.9601217155259
6,College Hotel Lyon,5 place St-Paul,45.765633277801975,4.8278918315279435,304.1353283381028
7,College Raoul Dufy,74 bis Rue Mazenod,45.75873127997648,4.847794963447816,263.17775406535196
2,Le College,,45.765092,4.828402,259.6372418401093
15,Collège Saint Marc,,45.74685922458235,4.820828134021701,229.28862346178065
4,Collège Chevreul,21 rue Sala,45.756144,4.829077,224.26243927139828
20,Stade du Collège Georges Clemenceau,Rue Sébastien Gryphe,45.74951451616357,4.840400040919083,217.05409280903686
8,Place Du Petit Collège,Place Du Petit Collège,45.76377620798037,4.827659345501197,102.91169097639097
